Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
14760,-37145.7512726628,20576.3827513169,-0.00962254307874636,-1.48458891632793,-2.68006695243816,-2.7783532352735e-07,0.0940180773679118,0.688763853016687,-0.0962865754643314,-0.712386026877985,-0.00240486358303936,3.24150640229934e-06,-0.00102937921758818,-37145.7509340003,20576.3854514537,0,-1.48458901542187,-2.68006793006564,0,0.0940180773679118,0.688763853016687,-0.0962865754643314,-0.712386026877985,-0.00240486358303936,3.24150640229873e-06,-2.93792175881799e-05
14770,-37160.5874903285,20549.5767282153,-0.00962531276741127,-1.48265487703973,-2.68113738672467,-2.76085777275338e-07,0.10219094433815,0.687676204980659,-0.0871148052811669,-0.713491036173195,-0.00240491878393005,3.73555180772716e-06,-0.0010291412923722,-37160.587154501,20549.5794188183,0,-1.48265495599482,-2.68113836446061,0,0.10219094433815,0.687676204980659,-0.0871148052811669,-0.713491036173195,-0.00240491878393005,3.73555180772655e-06,-2.91412923721944e-05
14780,-37175.4043637482,20522.7600077488,-0.00962806446277158,-1.48072006591853,-2.68220642571759,-2.74236776216564e-07,0.110351041717451,0.686484037189882,-0.077931627650627,-0.714485112292117,-0.00240497459276847,4.22395784307757e-06,-0.00102889878284336,-37175.4040305475,20522.7626888169,0,-1.4807201247534,-2.68220740315104,0,0.110351041717451,0.686484037189882,-0.077931627650627,-0.714485112292117,-0.00240497459276847,4.22395784307696e-06,-2.8898782843354e-05
14790,-37190.2018852086,20495.9326038729,-0.00963079717376078,-1.47878448396249,-2.68327406886057,-2.72289024010293e-07,0.118497102324932,0.685187499460975,-0.0687384412841365,-0.715368124823044,-0.00240503099864634,4.70666419051033e-06,-0.00102865176079599,-37190.2015544267,20495.9352754094,0,-1.4787845227048,-2.68327504558044,0,0.118497102324932,0.685187499460975,-0.0687384412841365,-0.715368124823044,-0.00240503099864634,4.70666419050972e-06,-2.86517607959823e-05
14800,-37204.9800470063,20469.0945305489,-0.00963350991656958,-1.47684813217018,-2.68434031559781,-2.70243268464786e-07,0.126627860875773,0.683786757575921,-0.0595366464912109,-0.71613996029995,-0.00240508799059054,5.18361193702893e-06,-0.00102840029846753,-37204.9797184356,20469.0971925613,0,-1.47684815085662,-2.68434129119304,0,0.126627860875773,0.683786757575921,-0.0595366464912109,-0.71613996029995,-0.00240508799059054,5.18361193702832e-06,-2.84002984675316e-05
14810,-37219.738841448,20442.2458017433,-0.00963620171508807,-1.47491101154052,-2.68540516537402,-2.68100301662158e-07,0.134742054177254,0.682281993266469,-0.0503276449699366,-0.716800522218147,-0.00240514555756445,5.6547435776419e-06,-0.00102814446852288,-37219.7385148812,20442.2484542435,0,-1.47491101021687,-2.68540613943379,0,0.134742054177254,0.682281993266469,-0.0503276449699366,-0.716800522218147,-0.00240514555756445,5.65474357764129e-06,-2.81444685228736e-05
14820,-37234.4782608501,20415.3864314285,-0.00963887160134896,-1.47297312307284,-2.68646861763449,-2.6586096006398e-07,0.142838421324522,0.680673404196174,-0.0411128395970659,-0.717349731047399,-0.00240520368846933,6.12000301825796e-06,-0.0010278843440386,-37234.4779360806,20415.3890744324,0,-1.47297310179395,-2.68646958974838,0,0.142838421324522,0.680673404196174,-0.0411128395970659,-0.717349731047399,-0.00240520368846933,6.12000301825735e-06,-2.78843440385967e-05
14830,-37249.1982975394,20388.5164335822,-0.00964151861597184,-1.47103446776682,-2.687530671825,-2.63526124596902e-07,0.150915703896064,0.678961203940098,-0.0318936342177533,-0.717787524242482,-0.00240526237214571,6.57933557831565e-06,-0.00102761999848731,-37249.1979743611,20388.5190671101,0,-1.47103442659667,-2.68753164158322,0,0.150915703896064,0.678961203940098,-0.0318936342177533,-0.717787524242482,-0.00240526237214571,6.57933557831504e-06,-2.76199984873113e-05
14840,-37263.8989438525,20361.6358221877,-0.00964414180860816,-1.46909504662257,-2.68859132739191,-2.61096720717738e-07,0.158972646148847,0.677145621962124,-0.0226714334349659,-0.718113856251198,-0.00240532159737475,7.0326879931485e-06,-0.00102735150572197,-37263.89862206,20361.6384462642,0,-1.46909498563423,-2.68859229438544,0,0.158972646148847,0.677145621962124,-0.0226714334349659,-0.718113856251198,-0.00240532159737475,7.0326879931479e-06,-2.73515057219673e-05
14850,-37278.5801921359,20334.7446112339,-0.00964674023838682,-1.46715486064057,-2.68965058378208,-2.58573718457295e-07,0.1670079952131,0.675226903589926,-0.013447642398595,-0.718328698519822,-0.00240538135287973,7.48000841608636e-06,-0.00102707893996019,-37278.5798715246,20334.7472258877,0,-1.46715477991622,-2.68965154760292,0,0.1670079952131,0.675226903589926,-0.013447642398595,-0.718328698519822,-0.00240538135287973,7.48000841608575e-06,-2.70789399601848e-05
14860,-37293.2420347462,20307.8428147151,-0.00964931297435996,-1.46521391082171,-2.69070844044292,-2.55958132441334e-07,0.175020501286707,0.67320530998756,-0.00422366659430096,-0.718432039496015,-0.00240544162732747,7.92124642029389e-06,-0.0010268023757686,-37293.2417151125,20307.8454199792,0,-1.46521381045266,-2.69070940068425,0,0.175020501286707,0.67320530998756,-0.00422366659430096,-0.718432039496015,-0.00240544162732747,7.92124642029329e-06,-2.68023757686014e-05
14870,-37307.8844640501,20280.9304466313,-0.00965185909594895,-1.46327219816728,-2.69176489682236,-2.53251021887891e-07,0.183008917829178,0.671081118125691,0.0049990883678796,-0.718423884629163,-0.0024055024093298,8.35635300034724e-06,-0.00102652188804724,-37307.8841451913,20280.933042543,0,-1.46327207825394,-2.69176585307875,0,0.183008917829178,0.671081118125691,0.0049990883678796,-0.718423884629163,-0.0024055024093298,8.35635300034663e-06,-2.6521888047238e-05
14880,-37322.5074724242,20254.0075209879,-0.00965437769339022,-1.46132972367896,-2.69281995236889,-2.50453490582209e-07,0.190972001755179,0.66885462074945,0.0142192169651321,-0.718304256368169,-0.00240556368744506,8.78528057354955e-06,-0.00102623755201389,-37322.5071541385,20254.0101075885,0,-1.46132958433085,-2.69282090423648,0,0.190972001755179,0.66885462074945,0.0142192169651321,-0.718304256368169,-0.00240556368744506,8.78528057354894e-06,-2.62375520138863e-05
14890,-37337.1110522551,20227.0740517959,-0.0096568678681807,-1.45938648835886,-2.69387360653149,-2.47566686825239e-07,0.198908513627574,0.666526126343921,0.0234353139736383,-0.718073194156692,-0.00240562545017965,9.20798298098666e-06,-0.00102594944318852,-37337.1107343422,20227.0766291308,0,-1.45938632969458,-2.69387455360821,0,0.198908513627574,0.666526126343921,0.0234353139736383,-0.718073194156692,-0.00240562545017965,9.20798298098606e-06,-2.59494431885201e-05
14900,-37351.6951959395,20200.1300530716,-0.00965932873352257,-1.4574424932095,-2.6949258587597,-2.44591803357369e-07,0.206817217849963,0.66409595909725,0.0326459746804965,-0.717730754425826,-0.00240568768598951,9.62441548832374e-06,-0.00102565763737774,-37351.6948782001,20200.1326211907,0,-1.45744231535672,-2.69492680064547,0,0.206817217849963,0.66409595909725,0.0326459746804965,-0.717730754425826,-0.00240568768598951,9.62441548832314e-06,-2.56576373777326e-05
14910,-37366.2598958841,20173.1755388371,-0.00966175941476721,-1.45549773923381,-2.69597670850358,-2.41530077256641e-07,0.214696882858681,0.661564458861393,0.0418497950957536,-0.717277010584224,-0.00240575038328174,1.0034534786344e-05,-0.00102536221065921,-37366.2595781203,20173.1780977942,0,-1.45549754232925,-2.6959776448005,0,0.214696882858681,0.661564458861393,0.0418497950957536,-0.717277010584224,-0.00240575038328174,1.00345347863434e-05,-2.53622106592024e-05
14920,-37380.8051445055,20146.2105231198,-0.00966415904985794,-1.45355222743513,-2.69702615521372,-2.38382789808559e-07,0.222546281314229,0.658931981110481,0.0510453721645218,-0.716712053005676,-0.00240581353041616,1.04382989912308e-05,-0.00102506323936619,-37380.8048265211,20146.2130729728,0,-1.45355201162455,-2.69702708552626,0,0.222546281314229,0.658931981110481,0.0510453721645218,-0.716712053005676,-0.00240581353041616,1.04382989912301e-05,-2.50632393661913e-05
14930,-37395.3309342306,20119.2350199525,-0.00966652678977134,-1.45160595881727,-2.69807419834123,-2.35151266349695e-07,0.230364190292105,0.656198896896817,0.060231303979145,-0.716035989014124,-0.00240587711570695,1.08356676445933e-05,-0.00102476080007208,-37395.3306158306,20119.2375607636,0,-1.45160572425539,-2.69807512227647,0,0.230364190292105,0.656198896896817,0.060231303979145,-0.716035989014124,-0.00240587711570695,1.08356676445927e-05,-2.47608000720746e-05
14940,-37409.8372574961,20092.2490433739,-0.00966886179895683,-1.44965893438441,-2.69912083733776,-2.31836876082363e-07,0.238149391473011,0.653365592804505,0.0694061899913858,-0.715248942866141,-0.00240594112742424,1.12266017132389e-05,-0.00102445496957491,-37409.8369384873,20092.251575209,0,-1.44965868123494,-2.69912175450555,0,0.238149391473011,0.653365592804505,0.0694061899913858,-0.715248942866141,-0.00240594112742424,1.12266017132383e-05,-2.44549695749089e-05
14950,-37424.3241067488,20065.2526074277,-0.00967116325577432,-1.44771115514122,-2.70016607165548,-2.28441031860264e-07,0.245900671332403,0.650432470900701,0.0785686312246002,-0.714351055730847,-0.00240600555379581,1.16110635886909e-05,-0.00102414582488204,-37424.3237869398,20065.2551303571,0,-1.44771088357675,-2.70016698166868,0,0.245900671332403,0.650432470900701,0.0785686312246002,-0.714351055730847,-0.00240600555379581,1.16110635886903e-05,-2.41458248820365e-05
14960,-37438.7914744456,20038.2457261633,-0.00967343035292952,-1.44576262209277,-2.7012099007471,-2.24965189945249e-07,0.253616821329349,0.647399948684505,0.0877172304858688,-0.713342485667289,-0.00240607038300873,1.19890170864546e-05,-0.00102383344319474,-37438.7911536468,20038.248240261,0,-1.44576233229478,-2.70121080322174,0,0.253616821329349,0.647399948684505,0.0877172304858688,-0.713342485667289,-0.00240607038300873,1.19890170864539e-05,-2.38334431947326e-05
14970,-37453.2393530534,20011.2284136357,-0.00967566229790663,-1.4438133362446,-2.70225232406585,-2.21410849733366e-07,0.261296638094683,0.644268459033474,0.0968505925780523,-0.712223407599279,-0.00240613560321112,1.23604274450327e-05,-0.0010235179018929,-37453.239031077,20011.2309189798,0,-1.44381302840336,-2.70225321862137,0,0.261296638094683,0.644268459033474,0.0968505925780523,-0.712223407599279,-0.00240613560321112,1.23604274450321e-05,-2.35179018928939e-05
14980,-37467.6677350493,19984.2006839051,-0.00967785831339828,-1.44186329860267,-2.70329334106547,-2.17779553450365e-07,0.268938923618402,0.64103845014778,0.105967324511739,-0.710994013287687,-0.0024062012025138,1.27252613246908e-05,-0.00102319927851978,-37467.6674117096,19984.2031805776,0,-1.44186297291725,-2.70329422732493,0,0.268938923618402,0.64103845014778,0.105967324511739,-0.710994013287687,-0.0024062012025138,1.27252613246902e-05,-2.31992785197741e-05
14990,-37482.0766129202,19957.1625510373,-0.00968001763773207,-1.43991251017341,-2.70433295120027,-2.14072885816479e-07,0.276542485436296,0.637710385491997,0.115066035717053,-0.7096545113002,-0.00240626716899212,1.30834868059742e-05,-0.00102287765076677,-37482.0762880335,19957.1650391241,0,-1.43991216685156,-2.70433382879051,0,0.276542485436296,0.637710385491997,0.115066035717053,-0.7096545113002,-0.00240626716899212,1.30834868059736e-05,-2.28776507667664e-05
15000,-37496.4659791631,19930.1140291036,-0.0096821395252938,-1.43796097196372,-2.70537115392505,-2.10292473679249e-07,0.284106136815775,0.634284743734535,0.12414533825529,-0.708205126978554,-0.00240633349068766,1.34350733879786e-05,-0.00102255309645824,-37496.465652548,19930.1165086944,0,-1.43796061122181,-2.70537202247693,0,0.284106136815775,0.634284743734535,0.12414533825529,-0.708205126978554,-0.00240633349068766,1.3435073387978e-05,-2.25530964582367e-05
15010,-37510.8358262854,19903.0551321806,-0.00968422324694671,-1.43600868498093,-2.70640794869516,-2.06439985613959e-07,0.291628696940865,0.630762018684711,0.133203847030348,-0.706646102403231,-0.00240640015561008,1.3779991986374e-05,-0.00102222569353641,-37510.8354977627,19903.0576033689,0,-1.4360083070439,-2.70640880784376,0,0.291628696940865,0.630762018684711,0.133203847030348,-0.706646102403231,-0.00240640015561008,1.37799919863734e-05,-2.22256935364096e-05
15020,-37525.1861468043,19875.9858743506,-0.00968626809044665,-1.43405565023285,-2.70744333496647,-2.02517131491471e-07,0.299108991096338,0.627142719227468,0.142240179999919,-0.704977696355636,-0.00240646715173888,1.41182149311855e-05,-0.00102189552004631,-37525.1858161971,19875.9883372337,0,-1.43405525533415,-2.70744418435129,0,0.299108991096338,0.627142719227468,0.142240179999919,-0.704977696355636,-0.00240646715173888,1.41182149311849e-05,-2.18955200463081e-05
15030,-37539.5169332469,19848.906269701,-0.00968827336085273,-1.43210186872777,-2.70847731219539,-1.98525662014048e-07,0.306545850850959,0.623427369255752,0.151252958386416,-0.703200184277757,-0.00240653446702531,1.44497159643308e-05,-0.00102156265412076,-37539.516600381,19848.9087243799,0,-1.43210145710922,-2.70847815146054,0,0.306545850850959,0.623427369255752,0.151252958386416,-0.703200184277757,-0.00240653446702531,1.44497159643302e-05,-2.15626541207522e-05
15040,-37553.8281781509,19821.8163323249,-0.00969023838093318,-1.43014734147446,-2.70950987983886,-1.94467368216784e-07,0.313938114239816,0.619616507600529,0.160240806887594,-0.701313858229312,-0.00240660208939414,1.47744702369158e-05,-0.00102122717396542,-37553.8278428543,19821.8187789043,0,-1.43014691338621,-2.70951070863326,0,0.313938114239816,0.619616507600529,0.160240806887594,-0.701313858229312,-0.00240660208939414,1.47744702369152e-05,-2.12271739654155e-05
15050,-37568.1198740635,19794.7160763208,-0.00969216249156606,-1.42819206948214,-2.71054103735435,-1.90344080935594e-07,0.321284625945695,0.615710687958479,0.169202353886834,-0.699319026842389,-0.00240667000674563,1.50924543062917e-05,-0.00102088915784395,-37568.1195361671,19794.7185149088,0,-1.42819162518257,-2.71054185533196,0,0.321284625945695,0.615710687958479,0.169202353886834,-0.699319026842389,-0.00240667000674563,1.50924543062911e-05,-2.08891578439439e-05
15060,-37582.3920135425,19767.6055157924,-0.00969404505213441,-1.42623605376054,-2.71157078419987,-1.86157670241703e-07,0.328584237479492,0.61171047881734,0.178136231663059,-0.697216015273578,-0.00240673820695734,1.54036461328724e-05,-0.00102054868406314,-37582.3916728798,19767.607946501,0,-1.42623559351615,-2.71157159101986,0,0.328584237479492,0.61171047881734,0.178136231663059,-0.697216015273578,-0.00240673820695734,1.54036461328718e-05,-2.05486840631389e-05
15070,-37596.6445891555,19740.4846648492,-0.00969588544091572,-1.42427929531987,-2.71259911983396,-1.81910044841707e-07,0.335835807359613,0.607616463378931,0.187041076600256,-0.695005165153623,-0.00240680667788615,1.57080250767161e-05,-0.00102020583095821,-37596.6442455627,19740.4870877936,0,-1.42427881940519,-2.71259991516092,0,0.335835807359613,0.607616463378931,0.187041076600256,-0.695005165153623,-0.00240680667788615,1.57080250767154e-05,-2.02058309582058e-05
15080,-37610.8775934802,19713.3535376057,-0.00969768305546506,-1.42232179517085,-2.71362604371569,-1.77603151443093e-07,0.34303820129035,0.603429239479848,0.195915529396548,-0.692686834534571,-0.00240687540737012,1.60055718938713e-05,-0.00101986067687807,-37610.8772467965,19713.3559529047,0,-1.42232130386831,-2.71362682721984,0,0.34303820129035,0.603429239479848,0.195915529396548,-0.692686834534571,-0.00240687540737012,1.60055718938707e-05,-1.98606768780715e-05
15090,-37625.0910191046,19686.2121481822,-0.00969943731299183,-1.42036355432469,-2.71465155530468,-1.73238974085524e-07,0.350190292339196,0.599149419509846,0.204758235272818,-0.690261397834447,-0.00240694438323049,1.62962687324894e-05,-0.00101951330017077,-37625.090669172,19686.2145559579,0,-1.42036304792453,-2.71465232666204,0,0.350190292339196,0.599149419509846,0.204758235272818,-0.690261397834447,-0.00240694438323049,1.62962687324888e-05,-1.95133001707722e-05
15100,-37639.2848586266,19659.0605107041,-0.00970114765072954,-1.41840457379309,-2.7156756540611,-1.68819533436983e-07,0.357290961113067,0.594777630327903,0.213567844180812,-0.687729245779461,-0.00240701359327366,1.65800991287053e-05,-0.00101916377916892,-37639.2845052903,19659.062911082,0,-1.41840405259324,-2.71567641295369,0,0.357290961113067,0.594777630327903,0.213567844180812,-0.687729245779461,-0.00240701359327366,1.65800991287047e-05,-1.91637791689141e-05
15110,-37653.4591046544,19631.8986393023,-0.0097028135262985,-1.41644485458828,-2.71669833944564,-1.64346886055793e-07,0.364339095933425,0.59031451317599,0.222343011010725,-0.685090785343733,-0.00240708302529318,1.68570480022877e-05,-0.00101881219217521,-37653.4587477626,19631.9010324111,0,-1.41644431889423,-2.71669908556171,0,0.364339095933425,0.59031451317599,0.222343011010725,-0.685090785343733,-0.00240708302529318,1.68570480022871e-05,-1.88121921752087e-05
15120,-37667.6137498062,19604.7265481132,-0.00970443441806082,-1.414484397723,-2.71771961091956,-1.59823123617007e-07,0.371333593010245,0.585760723590536,0.231082395798206,-0.682346439686582,-0.00240715266707178,1.71271016520611e-05,-0.00101845861744809,-37667.6133892104,19604.7289340848,0,-1.41448384784765,-2.71772034395371,0,0.371333593010245,0.585760723590536,0.231082395798206,-0.682346439686582,-0.00240715266707178,1.71271016520605e-05,-1.84586174480858e-05
