Time [s],ECI X [km],ECI Y [km],ECI Y [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s],ECI X [km],ECI Y [km],ECI Z [km],ECI dX [km/s],ECI dY [km/s],ECI dZ [km/s],sigma1,sigma2,sigma3,Omega1 [rad/s],Omega2 [rad/s],Omega3 [rad/s]
8460,34795.95321,24339.87011,0,-1.756106956,2.510575725,0,0,0,0.947821289,0,0,7.22E-05,34795.9704,24339.85999,0,-1.756127192,2.510541325,0,0,0,0.947821289,0,0,0.00207215
8470,34778.38308,24364.96952,0,-1.757917201,2.509307623,0,0,0,0.967336338,0,0,7.22E-05,34778.40008,24364.95907,0,-1.757938096,2.509273621,0,0,0,0.967336338,0,0,0.00207215
8480,34760.79485,24390.05623,0,-1.759726538,2.508038203,0,0,0,0.987239587,0,0,7.22E-05,34760.81165,24390.04546,0,-1.759748085,2.50800461,0,0,0,0.987239587,0,0,0.00207215
8490,34743.18853,24415.13025,0,-1.761534967,2.506767465,0,0,0,-0.992509546,0,0,7.22E-05,34743.20512,24415.11916,0,-1.761557158,2.506734293,0,0,0,-0.992509546,0,0,0.00207215
8500,34725.56414,24440.19155,0,-1.763342488,2.50549541,0,0,0,-0.9725022,0,0,7.22E-05,34725.58051,24440.18014,0,-1.763365314,2.505462672,0,0,0,-0.9725022,0,0,0.00207215
8510,34707.92167,24465.24013,0,-1.765149099,2.504222038,0,0,0,-0.952887146,0,0,7.22E-05,34707.93782,24465.2284,0,-1.765172552,2.504189746,0,0,0,-0.952887146,0,0,0.00207215
8520,34690.26114,24490.27597,0,-1.7669548,2.502947351,0,0,0,-0.933649011,0,0,7.22E-05,34690.27706,24490.26393,0,-1.766978871,2.502915517,0,0,0,-0.933649011,0,0,0.00207215
8530,34672.58256,24515.29905,0,-1.76875959,2.501671348,0,0,0,-0.914773158,0,0,7.22E-05,34672.59824,24515.28671,0,-1.76878427,2.501639985,0,0,0,-0.914773158,0,0,0.00207215
8540,34654.88593,24540.30937,0,-1.770563468,2.500394032,0,0,0,-0.896245644,0,0,7.22E-05,34654.90138,24540.29673,0,-1.770588748,2.50036315,0,0,0,-0.896245644,0,0,0.00207215
8550,34637.17127,24565.3069,0,-1.772366434,2.499115403,0,0,0,-0.878053179,0,0,7.22E-05,34637.18647,24565.29397,0,-1.772392305,2.499085014,0,0,0,-0.878053179,0,0,0.00207215
8560,34619.43859,24590.29165,0,-1.774168487,2.497835462,0,0,0,-0.860183086,0,0,7.22E-05,34619.45353,24590.27842,0,-1.774194939,2.497805577,0,0,0,-0.860183086,0,0,0.00207215
8570,34601.68789,24615.26359,0,-1.775969627,2.496554209,0,0,0,-0.842623262,0,0,7.22E-05,34601.70257,24615.25008,0,-1.775996649,2.49652484,0,0,0,-0.842623262,0,0,0.00207215
8580,34583.91918,24640.22271,0,-1.777769852,2.495271646,0,0,0,-0.825362151,0,0,7.22E-05,34583.9336,24640.20892,0,-1.777797435,2.495242803,0,0,0,-0.825362151,0,0,0.00207215
8590,34566.13248,24665.169,0,-1.779569161,2.493987773,0,0,0,-0.808388705,0,0,7.22E-05,34566.14663,24665.15493,0,-1.779597296,2.493959467,0,0,0,-0.808388705,0,0,0.00207215
8600,34548.32778,24690.10244,0,-1.781367555,2.492702591,0,0,0,-0.791692361,0,0,7.22E-05,34548.34166,24690.0881,0,-1.78139623,2.492674833,0,0,0,-0.791692361,0,0,0.00207215
8610,34530.50511,24715.02302,0,-1.783165032,2.491416101,0,0,0,-0.775263011,0,0,7.22E-05,34530.51871,24715.00842,0,-1.783194237,2.491388901,0,0,0,-0.775263011,0,0,0.00207215
8620,34512.66446,24739.93074,0,-1.784961591,2.490128305,0,0,0,-0.759090974,0,0,7.22E-05,34512.67778,24739.91587,0,-1.784991315,2.490101673,0,0,0,-0.759090974,0,0,0.00207215
8630,34494.80586,24764.82557,0,-1.786757233,2.488839202,0,0,0,-0.743166979,0,0,7.22E-05,34494.81888,24764.81045,0,-1.786787465,2.488813148,0,0,0,-0.743166979,0,0,0.00207215
8640,34476.9293,24789.7075,0,-1.788551955,2.487548794,0,0,0,-0.727482136,0,0,7.22E-05,34476.94203,24789.69213,0,-1.788582684,2.487523327,0,0,0,-0.727482136,0,0,0.00207215
8650,34459.0348,24814.57652,0,-1.790345758,2.486257081,0,0,0,-0.712027918,0,0,7.22E-05,34459.04723,24814.56091,0,-1.790376972,2.486232212,0,0,0,-0.712027918,0,0,0.00207215
8660,34441.12236,24839.43262,0,-1.79213864,2.484964065,0,0,0,-0.696796142,0,0,7.22E-05,34441.1345,24839.41677,0,-1.792170328,2.484939802,0,0,0,-0.696796142,0,0,0.00207215
8670,34423.19201,24864.27578,0,-1.793930602,2.483669747,0,0,0,-0.681778948,0,0,7.22E-05,34423.20383,24864.2597,0,-1.793962751,2.483646099,0,0,0,-0.681778948,0,0,0.00207215
8680,34405.24373,24889.10599,0,-1.795721641,2.482374126,0,0,0,-0.666968787,0,0,7.22E-05,34405.25524,24889.08969,0,-1.79575424,2.482351103,0,0,0,-0.666968787,0,0,0.00207215
8690,34387.27755,24913.92324,0,-1.797511758,2.481077205,0,0,0,-0.652358397,0,0,7.22E-05,34387.28875,24913.90672,0,-1.797544794,2.481054814,0,0,0,-0.652358397,0,0,0.00207215
8700,34369.29348,24938.72751,0,-1.799300951,2.479778984,0,0,0,-0.637940797,0,0,7.22E-05,34369.30435,24938.71078,0,-1.799334413,2.479757234,0,0,0,-0.637940797,0,0,0.00207215
8710,34351.29151,24963.5188,0,-1.80108922,2.478479465,0,0,0,-0.623709264,0,0,7.22E-05,34351.30206,24963.50186,0,-1.801123095,2.478458364,0,0,0,-0.623709264,0,0,0.00207215
8720,34333.27167,24988.29708,0,-1.802876564,2.477178647,0,0,0,-0.609657326,0,0,7.22E-05,34333.28189,24988.27995,0,-1.802910839,2.477158203,0,0,0,-0.609657326,0,0,0.00207215
8730,34315.23396,25013.06235,0,-1.804662982,2.475876532,0,0,0,-0.595778745,0,0,7.22E-05,34315.24385,25013.04502,0,-1.804697645,2.475856752,0,0,0,-0.595778745,0,0,0.00207215
8740,34297.17839,25037.8146,0,-1.806448473,2.47457312,0,0,0,-0.58206751,0,0,7.22E-05,34297.18794,25037.79708,0,-1.806483512,2.474554013,0,0,0,-0.58206751,0,0,0.00207215
8750,34279.10497,25062.5538,0,-1.808233037,2.473268414,0,0,0,-0.568517819,0,0,7.22E-05,34279.11418,25062.5361,0,-1.808268438,2.473249985,0,0,0,-0.568517819,0,0,0.00207215
8760,34261.01371,25087.27995,0,-1.810016673,2.471962413,0,0,0,-0.555124075,0,0,7.22E-05,34261.02258,25087.26207,0,-1.810052422,2.47194467,0,0,0,-0.555124075,0,0,0.00207215
8770,34242.90461,25111.99303,0,-1.81179938,2.470655119,0,0,0,-0.541880872,0,0,7.22E-05,34242.91314,25111.97499,0,-1.811835465,2.470638068,0,0,0,-0.541880872,0,0,0.00207215
8780,34224.77769,25136.69303,0,-1.813581158,2.469346532,0,0,0,-0.528782985,0,0,7.22E-05,34224.78587,25136.67483,0,-1.813617564,2.46933018,0,0,0,-0.528782985,0,0,0.00207215
8790,34206.63296,25161.37994,0,-1.815362004,2.468036654,0,0,0,-0.515825366,0,0,7.22E-05,34206.64079,25161.36159,0,-1.815398719,2.468021007,0,0,0,-0.515825366,0,0,0.00207215
8800,34188.47043,25186.05375,0,-1.81714192,2.466725485,0,0,0,-0.503003129,0,0,7.22E-05,34188.4779,25186.03524,0,-1.817178929,2.466710549,0,0,0,-0.503003129,0,0,0.00207215
8810,34170.2901,25210.71444,0,-1.818920903,2.465413026,0,0,0,-0.490311546,0,0,7.22E-05,34170.29721,25210.69579,0,-1.818958193,2.465398807,0,0,0,-0.490311546,0,0,0.00207215
8820,34152.09199,25235.362,0,-1.820698953,2.464099279,0,0,0,-0.47774604,0,0,7.22E-05,34152.09874,25235.34322,0,-1.82073651,2.464085781,0,0,0,-0.47774604,0,0,0.00207215
8830,34133.8761,25259.99641,0,-1.822476069,2.462784244,0,0,0,-0.465302175,0,0,7.22E-05,34133.88249,25259.9775,0,-1.82251388,2.462771472,0,0,0,-0.465302175,0,0,0.00207215
8840,34115.64244,25284.61767,0,-1.82425225,2.461467923,0,0,0,-0.45297565,0,0,7.22E-05,34115.64846,25284.59864,0,-1.8242903,2.461455882,0,0,0,-0.45297565,0,0,0.00207215
8850,34097.39103,25309.22576,0,-1.826027496,2.460150315,0,0,0,-0.440762294,0,0,7.22E-05,34097.39668,25309.20662,0,-1.826065771,2.46013901,0,0,0,-0.440762294,0,0,0.00207215
8860,34079.12187,25333.82066,0,-1.827801806,2.458831423,0,0,0,-0.428658057,0,0,7.22E-05,34079.12715,25333.80142,0,-1.827840292,2.458820858,0,0,0,-0.428658057,0,0,0.00207215
8870,34060.83497,25358.40237,0,-1.829575178,2.457511246,0,0,0,-0.416659008,0,0,7.22E-05,34060.83988,25358.38303,0,-1.829613861,2.457501425,0,0,0,-0.416659008,0,0,0.00207215
8880,34042.53034,25382.97087,0,-1.831347612,2.456189787,0,0,0,-0.404761327,0,0,7.22E-05,34042.53488,25382.95144,0,-1.831386477,2.456180714,0,0,0,-0.404761327,0,0,0.00207215
8890,34024.20799,25407.52616,0,-1.833119108,2.454867046,0,0,0,-0.392961299,0,0,7.22E-05,34024.21215,25407.50664,0,-1.83315814,2.454858723,0,0,0,-0.392961299,0,0,0.00207215
8900,34005.86793,25432.06821,0,-1.834889663,2.453543024,0,0,0,-0.381255309,0,0,7.22E-05,34005.87172,25432.04861,0,-1.834928849,2.453535455,0,0,0,-0.381255309,0,0,0.00207215
8910,33987.51017,25456.59701,0,-1.836659278,2.452217722,0,0,0,-0.369639841,0,0,7.22E-05,33987.51358,25456.57735,0,-1.836698603,2.45221091,0,0,0,-0.369639841,0,0,0.00207215
8920,33969.13472,25481.11255,0,-1.838427952,2.45089114,0,0,0,-0.358111467,0,0,7.22E-05,33969.13775,25481.09283,0,-1.8384674,2.450885088,0,0,0,-0.358111467,0,0,0.00207215
8930,33950.74159,25505.61482,0,-1.840195683,2.449563281,0,0,0,-0.346666849,0,0,7.22E-05,33950.74424,25505.59504,0,-1.84023524,2.44955799,0,0,0,-0.346666849,0,0,0.00207215
8940,33932.33078,25530.10381,0,-1.841962471,2.448234144,0,0,0,-0.335302731,0,0,7.22E-05,33932.33305,25530.08398,0,-1.842002123,2.448229617,0,0,0,-0.335302731,0,0,0.00207215
8950,33913.90232,25554.5795,0,-1.843728314,2.446903732,0,0,0,-0.324015934,0,0,7.22E-05,33913.9042,25554.55963,0,-1.843768047,2.44689997,0,0,0,-0.324015934,0,0,0.00207215
8960,33895.45619,25579.04188,0,-1.845493213,2.445572044,0,0,0,-0.312803357,0,0,7.22E-05,33895.45769,25579.02198,0,-1.84553301,2.445569048,0,0,0,-0.312803357,0,0,0.00207215
8970,33876.99243,25603.49093,0,-1.847257166,2.444239082,0,0,0,-0.301661967,0,0,7.22E-05,33876.99354,25603.47101,0,-1.847297013,2.444236854,0,0,0,-0.301661967,0,0,0.00207215
8980,33858.51102,25627.92665,0,-1.849020172,2.442904846,0,0,0,-0.290588801,0,0,7.22E-05,33858.51175,25627.90671,0,-1.849060055,2.442903387,0,0,0,-0.290588801,0,0,0.00207215
8990,33840.012,25652.34902,0,-1.85078223,2.441569339,0,0,0,-0.27958096,0,0,7.22E-05,33840.01234,25652.32907,0,-1.850822134,2.441568649,0,0,0,-0.27958096,0,0,0.00207215
9000,33821.49535,25676.75803,0,-1.852543339,2.44023256,0,0,0,-0.268635605,0,0,7.22E-05,33821.49531,25676.73808,0,-1.852583249,2.44023264,0,0,0,-0.268635605,0,0,0.00207215
9010,33802.9611,25701.15367,0,-1.854303499,2.438894511,0,0,0,-0.257749955,0,0,7.22E-05,33802.96068,25701.13372,0,-1.8543434,2.43889536,0,0,0,-0.257749955,0,0,0.00207215
9020,33784.40926,25725.53592,0,-1.856062709,2.437555193,0,0,0,-0.246921286,0,0,7.22E-05,33784.40845,25725.51598,0,-1.856102586,2.437556811,0,0,0,-0.246921286,0,0,0.00207215
9030,33765.83982,25749.90477,0,-1.857820967,2.436214606,0,0,0,-0.236146923,0,0,7.22E-05,33765.83863,25749.88485,0,-1.857860805,2.436216992,0,0,0,-0.236146923,0,0,0.00207215
9040,33747.25281,25774.26021,0,-1.859578272,2.434872752,0,0,0,-0.225424243,0,0,7.22E-05,33747.25124,25774.24032,0,-1.859618057,2.434875906,0,0,0,-0.225424243,0,0,0.00207215
9050,33728.64823,25798.60222,0,-1.861334625,2.433529632,0,0,0,-0.214750666,0,0,7.22E-05,33728.64627,25798.58237,0,-1.861374341,2.433533552,0,0,0,-0.214750666,0,0,0.00207215
9060,33710.02609,25822.9308,0,-1.863090023,2.432185247,0,0,0,-0.204123659,0,0,7.22E-05,33710.02375,25822.91098,0,-1.863129657,2.432189931,0,0,0,-0.204123659,0,0,0.00207215
9070,33691.38641,25847.24593,0,-1.864844466,2.430839597,0,0,0,-0.19354073,0,0,7.22E-05,33691.38368,25847.22616,0,-1.864884002,2.430845045,0,0,0,-0.19354073,0,0,0.00207215
9080,33672.72918,25871.54759,0,-1.866597953,2.429492683,0,0,0,-0.182999423,0,0,7.22E-05,33672.72608,25871.52788,0,-1.866637377,2.429498892,0,0,0,-0.182999423,0,0,0.00207215
9090,33654.05442,25895.83578,0,-1.868350483,2.428144507,0,0,0,-0.172497321,0,0,7.22E-05,33654.05094,25895.81613,0,-1.868389779,2.428151475,0,0,0,-0.172497321,0,0,0.00207215
9100,33635.36215,25920.11048,0,-1.870102055,2.42679507,0,0,0,-0.162032041,0,0,7.22E-05,33635.35828,25920.09091,0,-1.87014121,2.426802794,0,0,0,-0.162032041,0,0,0.00207215
9110,33616.65236,25944.37168,0,-1.871852667,2.425444372,0,0,0,-0.151601232,0,0,7.22E-05,33616.64812,25944.35219,0,-1.871891666,2.42545285,0,0,0,-0.151601232,0,0,0.00207215
9120,33597.92507,25968.61937,0,-1.87360232,2.424092415,0,0,0,-0.141202571,0,0,7.22E-05,33597.92045,25968.59996,0,-1.873641149,2.424101643,0,0,0,-0.141202571,0,0,0.00207215
9130,33579.18029,25992.85354,0,-1.875351012,2.4227392,0,0,0,-0.130833764,0,0,7.22E-05,33579.1753,25992.83421,0,-1.875389656,2.422749174,0,0,0,-0.130833764,0,0,0.00207215
9140,33560.41802,26017.07416,0,-1.877098742,2.421384727,0,0,0,-0.120492542,0,0,7.22E-05,33560.41266,26017.05494,0,-1.877137186,2.421395444,0,0,0,-0.120492542,0,0,0.00207215
9150,33541.63829,26041.28123,0,-1.87884551,2.420028997,0,0,0,-0.110176661,0,0,7.22E-05,33541.63256,26041.26212,0,-1.87888374,2.420040454,0,0,0,-0.110176661,0,0,0.00207215
9160,33522.84109,26065.47474,0,-1.880591313,2.418672012,0,0,0,-0.099883896,0,0,7.22E-05,33522.83499,26065.45574,0,-1.880629315,2.418684204,0,0,0,-0.099883896,0,0,0.00207215
9170,33504.02644,26089.65468,0,-1.882336151,2.417313772,0,0,0,-0.089612043,0,0,7.22E-05,33504.01997,26089.6358,0,-1.882373911,2.417326694,0,0,0,-0.089612043,0,0,0.00207215
9180,33485.19434,26113.82102,0,-1.884080024,2.415954279,0,0,0,-0.079358915,0,0,7.22E-05,33485.18752,26113.80227,0,-1.884117528,2.415967927,0,0,0,-0.079358915,0,0,0.00207215
9190,33466.34481,26137.97377,0,-1.88582293,2.414593533,0,0,0,-0.069122341,0,0,7.22E-05,33466.33763,26137.95515,0,-1.885860164,2.414607901,0,0,0,-0.069122341,0,0,0.00207215
9200,33447.47786,26162.1129,0,-1.887564868,2.413231536,0,0,0,-0.058900165,0,0,7.22E-05,33447.47032,26162.09443,0,-1.887601817,2.413246619,0,0,0,-0.058900165,0,0,0.00207215
9210,33428.59349,26186.23841,0,-1.889305837,2.411868288,0,0,0,-0.04869024,0,0,7.22E-05,33428.58559,26186.22008,0,-1.889342489,2.41188408,0,0,0,-0.04869024,0,0,0.00207215
9220,33409.69172,26210.35027,0,-1.891045836,2.41050379,0,0,0,-0.038490433,0,0,7.22E-05,33409.68347,26210.3321,0,-1.891082177,2.410520286,0,0,0,-0.038490433,0,0,0.00207215
9230,33390.77255,26234.44849,0,-1.892784864,2.409138043,0,0,0,-0.028298616,0,0,7.22E-05,33390.76395,26234.43048,0,-1.89282088,2.409155237,0,0,0,-0.028298616,0,0,0.00207215
9240,33371.836,26258.53304,0,-1.89452292,2.407771049,0,0,0,-0.018112671,0,0,7.22E-05,33371.82706,26258.5152,0,-1.894558598,2.407788934,0,0,0,-0.018112671,0,0,0.00207215
9250,33352.88207,26282.60392,0,-1.896260003,2.406402808,0,0,0,-0.007930481,0,0,7.22E-05,33352.87279,26282.58626,0,-1.89629533,2.406421377,0,0,0,-0.007930481,0,0,0.00207215
9260,33333.91078,26306.66111,0,-1.897996112,2.405033321,0,0,0,0.002250065,0,0,7.22E-05,33333.90115,26306.64363,0,-1.898031074,2.405052568,0,0,0,0.002250065,0,0,0.00207215
9270,33314.92213,26330.7046,0,-1.899731246,2.40366259,0,0,0,0.012431077,0,0,7.22E-05,33314.91217,26330.6873,0,-1.899765831,2.403682507,0,0,0,0.012431077,0,0,0.00207215
9280,33295.91613,26354.73437,0,-1.901465404,2.402290614,0,0,0,0.022614667,0,0,7.22E-05,33295.90584,26354.71727,0,-1.901499598,2.402311194,0,0,0,0.022614667,0,0,0.00207215
9290,33276.8928,26378.75042,0,-1.903198585,2.400917396,0,0,0,0.032802947,0,0,7.22E-05,33276.88218,26378.73352,0,-1.903232376,2.400938631,0,0,0,0.032802947,0,0,0.00207215
9300,33257.85214,26402.75273,0,-1.904930788,2.399542935,0,0,0,0.042998034,0,0,7.22E-05,33257.84119,26402.73604,0,-1.904964163,2.399564818,0,0,0,0.042998034,0,0,0.00207215
9310,33238.79416,26426.74129,0,-1.906662011,2.398167234,0,0,0,0.053202051,0,0,7.22E-05,33238.7829,26426.72482,0,-1.906694959,2.398189756,0,0,0,0.053202051,0,0,0.00207215
9320,33219.71888,26450.71609,0,-1.908392254,2.396790293,0,0,0,0.063417127,0,0,7.22E-05,33219.7073,26450.69983,0,-1.908424761,2.396813446,0,0,0,0.063417127,0,0,0.00207215
9330,33200.62629,26474.67711,0,-1.910121516,2.395412112,0,0,0,0.073645402,0,0,7.22E-05,33200.61441,26474.66108,0,-1.910153571,2.395435888,0,0,0,0.073645402,0,0,0.00207215
9340,33181.51643,26498.62434,0,-1.911849795,2.394032693,0,0,0,0.083889027,0,0,7.22E-05,33181.50423,26498.60855,0,-1.911881386,2.394057083,0,0,0,0.083889027,0,0,0.00207215
9350,33162.38928,26522.55778,0,-1.913577091,2.392652038,0,0,0,0.094150163,0,0,7.22E-05,33162.37678,26522.54222,0,-1.913608205,2.392677031,0,0,0,0.094150163,0,0,0.00207215
9360,33143.24486,26546.4774,0,-1.915303402,2.391270145,0,0,0,0.10443099,0,0,7.22E-05,33143.23207,26546.46208,0,-1.915334029,2.391295734,0,0,0,0.10443099,0,0,0.00207215
9370,33124.08319,26570.38319,0,-1.917028727,2.389887018,0,0,0,0.1147337,0,0,7.22E-05,33124.07011,26570.36813,0,-1.917058855,2.389913192,0,0,0,0.1147337,0,0,0.00207215
9380,33104.90427,26594.27515,0,-1.918753066,2.388502656,0,0,0,0.125060507,0,0,7.22E-05,33104.8909,26594.26034,0,-1.918782684,2.388529407,0,0,0,0.125060507,0,0,0.00207215
9390,33085.70811,26618.15326,0,-1.920476417,2.387117061,0,0,0,0.135413645,0,0,7.22E-05,33085.69445,26618.13871,0,-1.920505513,2.387144377,0,0,0,0.135413645,0,0,0.00207215
9400,33066.49473,26642.01751,0,-1.922198779,2.385730233,0,0,0,0.145795367,0,0,7.22E-05,33066.48079,26642.00323,0,-1.922227343,2.385758105,0,0,0,0.145795367,0,0,0.00207215
9410,33047.26412,26665.86788,0,-1.92392015,2.384342174,0,0,0,0.156207954,0,0,7.22E-05,33047.24991,26665.85387,0,-1.923948172,2.384370591,0,0,0,0.156207954,0,0,0.00207215
9420,33028.01631,26689.70437,0,-1.925640531,2.382952884,0,0,0,0.166653713,0,0,7.22E-05,33028.00183,26689.69063,0,-1.925668,2.382981836,0,0,0,0.166653713,0,0,0.00207215
9430,33008.75129,26713.52696,0,-1.92735992,2.381562364,0,0,0,0.177134978,0,0,7.22E-05,33008.73655,26713.5135,0,-1.927386825,2.381591841,0,0,0,0.177134978,0,0,0.00207215
9440,32989.46909,26737.33563,0,-1.929078315,2.380170616,0,0,0,0.187654114,0,0,7.22E-05,32989.4541,26737.32247,0,-1.929104647,2.380200605,0,0,0,0.187654114,0,0,0.00207215
9450,32970.16971,26761.13039,0,-1.930795715,2.378777639,0,0,0,0.198213519,0,0,7.22E-05,32970.15446,26761.11751,0,-1.930821465,2.378808131,0,0,0,0.198213519,0,0,0.00207215
9460,32950.85316,26784.9112,0,-1.932512121,2.377383436,0,0,0,0.208815628,0,0,7.22E-05,32950.83767,26784.89863,0,-1.932537277,2.377414418,0,0,0,0.208815628,0,0,0.00207215
9470,32931.51945,26808.67807,0,-1.934227529,2.375988006,0,0,0,0.21946291,0,0,7.22E-05,32931.50372,26808.6658,0,-1.934252084,2.376019468,0,0,0,0.21946291,0,0,0.00207215
9480,32912.1686,26832.43098,0,-1.93594194,2.374591351,0,0,0,0.230157878,0,0,7.22E-05,32912.15263,26832.41901,0,-1.935965884,2.374623281,0,0,0,0.230157878,0,0,0.00207215
9490,32892.8006,26856.16992,0,-1.937655351,2.373193472,0,0,0,0.240903083,0,0,7.22E-05,32892.78441,26856.15826,0,-1.937678675,2.373225857,0,0,0,0.240903083,0,0,0.00207215
9500,32873.41548,26879.89487,0,-1.939367763,2.37179437,0,0,0,0.251701125,0,0,7.22E-05,32873.39906,26879.88352,0,-1.939390459,2.371827199,0,0,0,0.251701125,0,0,0.00207215
9510,32854.01323,26903.60583,0,-1.941079174,2.370394045,0,0,0,0.262554649,0,0,7.22E-05,32853.9966,26903.5948,0,-1.941101232,2.370427305,0,0,0,0.262554649,0,0,0.00207215
9520,32834.59388,26927.30277,0,-1.942789582,2.368992499,0,0,0,0.273466351,0,0,7.22E-05,32834.57704,26927.29207,0,-1.942810995,2.369026178,0,0,0,0.273466351,0,0,0.00207215
9530,32815.15743,26950.9857,0,-1.944498987,2.367589731,0,0,0,0.284438982,0,0,7.22E-05,32815.14039,26950.97532,0,-1.944519747,2.367623817,0,0,0,0.284438982,0,0,0.00207215
9540,32795.70389,26974.65459,0,-1.946207388,2.366185744,0,0,0,0.295475345,0,0,7.22E-05,32795.68665,26974.64454,0,-1.946227486,2.366220224,0,0,0,0.295475345,0,0,0.00207215
9550,32776.23327,26998.30943,0,-1.947914782,2.364780538,0,0,0,0.306578308,0,0,7.22E-05,32776.21584,26998.29972,0,-1.947934213,2.364815399,0,0,0,0.306578308,0,0,0.00207215
9560,32756.74558,27021.95022,0,-1.94962117,2.363374114,0,0,0,0.317750796,0,0,7.22E-05,32756.72797,27021.94084,0,-1.949639925,2.363409343,0,0,0,0.317750796,0,0,0.00207215
9570,32737.24084,27045.57694,0,-1.95132655,2.361966473,0,0,0,0.328995803,0,0,7.22E-05,32737.22304,27045.5679,0,-1.951344622,2.362002057,0,0,0,0.328995803,0,0,0.00207215
9580,32717.71904,27069.18957,0,-1.953030921,2.360557615,0,0,0,0.340316392,0,0,7.22E-05,32717.70108,27069.18088,0,-1.953048304,2.360593541,0,0,0,0.340316392,0,0,0.00207215
9590,32698.18021,27092.78811,0,-1.954734282,2.359147542,0,0,0,0.351715698,0,0,7.22E-05,32698.16208,27092.77977,0,-1.954750969,2.359183796,0,0,0,0.351715698,0,0,0.00207215
9600,32678.62435,27116.37254,0,-1.956436631,2.357736255,0,0,0,0.363196932,0,0,7.22E-05,32678.60606,27116.36455,0,-1.956452616,2.357772823,0,0,0,0.363196932,0,0,0.00207215
9610,32659.05147,27139.94286,0,-1.958137968,2.356323753,0,0,0,0.374763388,0,0,7.22E-05,32659.03303,27139.93522,0,-1.958153245,2.356360623,0,0,0,0.374763388,0,0,0.00207215
9620,32639.46158,27163.49904,0,-1.959838291,2.354910038,0,0,0,0.386418443,0,0,7.22E-05,32639.443,27163.49176,0,-1.959852854,2.354947196,0,0,0,0.386418443,0,0,0.00207215
9630,32619.8547,27187.04108,0,-1.961537599,2.353495112,0,0,0,0.398165562,0,0,7.22E-05,32619.83598,27187.03416,0,-1.961551444,2.353532543,0,0,0,0.398165562,0,0,0.00207215
9640,32600.23082,27210.56897,0,-1.963235891,2.352078974,0,0,0,0.410008305,0,0,7.22E-05,32600.21198,27210.56241,0,-1.963249012,2.352116665,0,0,0,0.410008305,0,0,0.00207215
9650,32580.58997,27234.08268,0,-1.964933166,2.350661626,0,0,0,0.42195033,0,0,7.22E-05,32580.571,27234.07649,0,-1.964945558,2.350699563,0,0,0,0.42195033,0,0,0.00207215
9660,32560.93215,27257.58222,0,-1.966629423,2.349243068,0,0,0,0.433995399,0,0,7.22E-05,32560.91307,27257.57639,0,-1.966641081,2.349281237,0,0,0,0.433995399,0,0,0.00207215
9670,32541.25738,27281.06757,0,-1.968324661,2.347823301,0,0,0,0.446147379,0,0,7.22E-05,32541.23818,27281.06211,0,-1.96833558,2.347861688,0,0,0,0.446147379,0,0,0.00207215
9680,32521.56566,27304.53871,0,-1.970018877,2.346402327,0,0,0,0.458410254,0,0,7.22E-05,32521.54636,27304.53362,0,-1.970029055,2.346440917,0,0,0,0.458410254,0,0,0.00207215
9690,32501.857,27327.99564,0,-1.971712073,2.344980145,0,0,0,0.470788126,0,0,7.22E-05,32501.83761,27327.99092,0,-1.971721505,2.345018924,0,0,0,0.470788126,0,0,0.00207215
9700,32482.13141,27351.43834,0,-1.973404245,2.343556757,0,0,0,0.483285223,0,0,7.22E-05,32482.11193,27351.434,0,-1.973412927,2.343595711,0,0,0,0.483285223,0,0,0.00207215
9710,32462.38891,27374.8668,0,-1.975095393,2.342132163,0,0,0,0.495905904,0,0,7.22E-05,32462.36935,27374.86283,0,-1.975103323,2.342171277,0,0,0,0.495905904,0,0,0.00207215
9720,32442.6295,27398.28101,0,-1.976785516,2.340706365,0,0,0,0.508654668,0,0,7.22E-05,32442.60987,27398.27742,0,-1.97679269,2.340745625,0,0,0,0.508654668,0,0,0.00207215
9730,32422.8532,27421.68095,0,-1.978474612,2.339279363,0,0,0,0.521536157,0,0,7.22E-05,32422.8335,27421.67774,0,-1.978481029,2.339318753,0,0,0,0.521536157,0,0,0.00207215
9740,32403.06001,27445.06662,0,-1.980162681,2.337851158,0,0,0,0.534555168,0,0,7.22E-05,32403.04025,27445.06379,0,-1.980168337,2.337890665,0,0,0,0.534555168,0,0,0.00207215
9750,32383.24994,27468.438,0,-1.981849721,2.33642175,0,0,0,0.547716657,0,0,7.22E-05,32383.23014,27468.43555,0,-1.981854615,2.336461359,0,0,0,0.547716657,0,0,0.00207215
9760,32363.42301,27491.79508,0,-1.983535732,2.334991141,0,0,0,0.561025751,0,0,7.22E-05,32363.40316,27491.79301,0,-1.983539861,2.335030836,0,0,0,0.561025751,0,0,0.00207215
9770,32343.57923,27515.13784,0,-1.985220711,2.333559331,0,0,0,0.574487751,0,0,7.22E-05,32343.55934,27515.13616,0,-1.985224074,2.333599098,0,0,0,0.574487751,0,0,0.00207215
9780,32323.7186,27538.46629,0,-1.986904658,2.332126321,0,0,0,0.588108149,0,0,7.22E-05,32323.69869,27538.46499,0,-1.986907254,2.332166146,0,0,0,0.588108149,0,0,0.00207215
