Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
3700,-11201.8388564045,40959.8650678069,-0.00742808006396527,-2.9552592911684,-0.808204316542572,-3.46775315908791e-06,-0.533013865903643,0.321776810797868,0.182760486685165,-0.00159425770482777,-0.00082818372513719,-0.00120843260728971,-11201.8433366158,40959.8700340013,0,-2.95526201241479,-0.808211953849619,0,-0.533013865903643,0.321776810797868,0.182760486685165,-0.00159425770482777,-0.00082818372513719,-0.000208432607289715
3710,-11231.3885281071,40951.7723675745,-0.00746262508293517,-2.95467550384016,-0.810336308696377,-3.44119949744249e-06,-0.536591066765986,0.319037361431235,0.187731140716271,-0.00159809024460055,-0.000823805236005093,-0.00121380434540973,-11231.3930385339,40951.7772540329,0,-2.95467811482398,-0.810343969610101,0,-0.536591066765986,0.319037361431235,0.187731140716271,-0.00159809024460055,-0.000823805236005093,-0.000213804345409727
3720,-11260.932354303,40943.6583495414,-0.00749690304405352,-2.95409017833722,-0.812467880790965,-3.41434288495412e-06,-0.540180384018233,0.316255598839858,0.192705793463837,-0.001601917815816,-0.000819366490254187,-0.00121914651492434,-11260.9368937853,40943.6631560152,0,-2.9540926791333,-0.812475563529674,0,-0.540180384018233,0.316255598839858,0.192705793463837,-0.001601917815816,-0.000819366490254187,-0.000219146514924338
3730,-11290.4703196118,40935.5230179128,-0.00753091095683878,-2.95350331493093,-0.814599031710622,-3.3871911410882e-06,-0.543781849055198,0.313430989939385,0.197684413088688,-0.00160574014375432,-0.000814867757306906,-0.0012244585539213,-11290.4748869906,40935.5277441721,0,-2.95350570564749,-0.814606734498708,0,-0.543781849055198,0.313430989939385,0.197684413088688,-0.00160574014375432,-0.000814867757306906,-0.000224458553921305
3740,-11320.0024086562,40927.3663769053,-0.0075646459094189,-2.95291491389369,-0.816729760339071,-3.35975216749168e-06,-0.547395490757091,0.310562992218368,0.202666963152468,-0.0016095569534911,-0.0008103093164716,-0.00122973990079567,-11320.0070027733,40927.3710227387,0,-2.95291719467212,-0.816737481407793,0,-0.547395490757091,0.310562992218368,0.202666963152468,-0.0016095569534911,-0.000810309316471601,-0.000229739900795665
3750,-11349.5286060613,40919.1884307465,-0.00759810506932952,-2.95232497549895,-0.818860065559476,-3.33203394326733e-06,-0.551021335363149,0.307651053610222,0.207653402470633,-0.00161336797001833,-0.000805691456984104,-0.00123498999437582,-11349.5332257601,40919.1929959612,0,-2.95232714651356,-0.81886780314774,0,-0.551021335363149,0.307651053610222,0.207653402470633,-0.00161336797001833,-0.000805691456984104,-0.000234989994375821
3760,-11379.048896455,40910.9891836752,-0.00763128568426467,-2.95173350002123,-0.820989946254445,-3.30404452018006e-06,-0.554659406341275,0.304694612364395,0.212643684960967,-0.00161717291836634,-0.000801014478046279,-0.00124020827405115,-11379.0535405806,40910.9936680967,0,-2.95173556147898,-0.820997698609582,0,-0.554659406341275,0.304694612364395,0.212643684960967,-0.00161717291836634,-0.00080101447804628,-0.000240208274051155
3770,-11408.563264468,40902.7686399414,-0.00766418508277909,-2.95114048773615,-0.823119401306044,-3.27579201779723e-06,-0.558309724253588,0.301693096916799,0.217637759487487,-0.00162097152372626,-0.000796278688861473,-0.00124539417990114,-11408.5679318678,40902.7730434136,0,-2.95114243987633,-0.823127166684573,0,-0.558309724253588,0.301693096916799,0.217637759487487,-0.00162097152372626,-0.000796278688861473,-0.000245394179901143
3780,-11438.0716947338,40894.5268038064,-0.00769680067494175,-2.95054593892044,-0.825248429595799,-3.24728461856804e-06,-0.561972306617735,0.29864592575956,0.222635569699612,-0.0016247635115733,-0.000791484408666815,-0.00125054715282589,-11438.0763842573,40894.5311261913,0,-2.95054778201439,-0.82525620626419,0,-0.561972306617735,0.29864592575956,0.222635569699612,-0.0016247635115733,-0.000791484408666815,-0.00025054715282589
3790,-11467.5741718884,40886.2636795425,-0.0077291299529398,-2.94994985385198,-0.827377030004708,-3.2185305628468e-06,-0.565647167763843,0.295552507310151,0.227637053866447,-0.00162854860779039,-0.000786631966762308,-0.00125566663467805,-11467.5788823882,40886.2679207204,0,-2.94995158820271,-0.827384816240133,0,-0.565647167763843,0.295552507310151,0.227637053866447,-0.00162854860779039,-0.000786631966762308,-0.000255666634678047
3800,-11497.0706805709,40877.9792714333,-0.00776117049163252,-2.94935223280978,-0.829505201413247,-3.18953814386301e-06,-0.569334318686972,0.29241223977999,0.23264214470606,-0.00163232653879254,-0.00078172170253663,-0.00126075206839603,-11497.0754109025,40877.9834313023,0,-2.94935385875166,-0.829512995504324,0,-0.569334318686972,0.29241223977999,0.23264214470606,-0.00163232653879254,-0.00078172170253663,-0.000260752068396033
3810,-11526.5612054229,40869.6735837736,-0.00779291994905471,-2.94875307607406,-0.831632942701384,-3.16031570264363e-06,-0.573033766894927,0.289224511042566,0.237650769209594,-0.00163609703165147,-0.000776753965489609,-0.00126580289813852,-11526.5659544455,40869.6776622497,0,-2.9487545939724,-0.831640742948913,0,-0.573033766894927,0.289224511042566,0.237650769209594,-0.00163609703165147,-0.000776753965489609,-0.000265802898138524
3820,-11556.0457310891,40861.3466208693,-0.00782437606686914,-2.9481523839262,-0.833760252748589,-3.13087162289268e-06,-0.576745516251287,0.285988698501182,0.242662848460081,-0.00163985981422071,-0.000771729115251298,-0.00127081856942012,-11556.0504976653,40861.3506178864,0,-2.94815379417689,-0.833768057466271,0,-0.576745516251287,0.285988698501182,0.242662848460081,-0.00163985981422071,-0.000771729115251298,-0.000270818569420121
3830,-11585.5242422167,40852.9983870377,-0.00785553667076749,-2.94755015664884,-0.835887130433841,-3.10121432583076e-06,-0.5804695668135,0.2827041689564,0.247678297445798,-0.00164361461526095,-0.000766647521597606,-0.00127579852924815,-11585.5290252133,40853.0023025471,0,-2.9475514596779,-0.835894937948996,0,-0.5804695668135,0.2827041689564,0.247678297445798,-0.00164361461526095,-0.000766647521597606,-0.000275798529248153
3840,-11614.9967234558,40844.6288866072,-0.00788639967081961,-2.94694639452581,-0.838013574635646,-3.071352265001e-06,-0.584205914665899,0.279370278473291,0.252697024868017,-0.00164736116456567,-0.000761509564462422,-0.00128074222626054,-11615.0015217442,40844.6327205779,0,-2.94694759078899,-0.838021383289913,0,-0.584205914665899,0.279370278473291,0.252697024868017,-0.00164736116456567,-0.000761509564462422,-0.000280742226260543
3850,-11644.4631594595,40836.2381239174,-0.00791696306177065,-2.94634109784224,-0.840139584232045,-3.04129392104587e-06,-0.587954551747466,0.275986372248577,0.257718932942996,-0.00165109919308692,-0.000756315633946198,-0.00128564911086466,-11644.4679719155,40836.2418763355,0,-2.94634218782451,-0.840147392382071,0,-0.587954551747466,0.275986372248577,0.257718932942996,-0.00165109919308692,-0.000756315633946198,-0.00028564911086466
3860,-11673.9235348837,40827.8261033191,-0.00794722492328581,-2.94573426688449,-0.842265158100628,-3.01104779645953e-06,-0.591715465674208,0.272551784477785,0.262743917198041,-0.00165482843306119,-0.000751066130320919,-0.0012905186353771,-11673.9283603882,40827.8297741881,0,-2.94573525109962,-0.842272964118748,0,-0.591715465674208,0.272551784477785,0.262743917198041,-0.00165482843306119,-0.000751066130320919,-0.000290518635377103
3870,-11703.3778343869,40819.3928291745,-0.00797718342014256,-2.94512590194024,-0.84439029511855,-2.98062241032031e-06,-0.595488639555956,0.269065838222519,0.267771866261481,-0.00165854861813527,-0.000745761464031438,-0.00129535025416434,-11703.382671826,40819.3964185147,0,-2.94512678093028,-0.84439809739345,0,-0.595488639555956,0.269065838222519,0.267771866261481,-0.00165854861813527,-0.000745761464031438,-0.000295350254164339
3880,-11732.8260426307,40810.9383058568,-0.00800683680237007,-2.94451600329847,-0.846514994162545,-2.95002629300927e-06,-0.599274051807434,0.26552784527799,0.27280266164639,-0.00166225948349217,-0.000740402055693121,-0.00130014342378412,-11732.8308908963,40810.9418137054,0,-2.94451677763324,-0.846522791099909,0,-0.599274051807434,0.26552784527799,0.27280266164639,-0.00166225948349217,-0.000740402055693121,-0.000300143423784123
3890,-11762.2681442796,40802.4625377507,-0.00803618340533578,-2.9439045712495,-0.848639254108937,-2.91926798091915e-06,-0.603071675953411,0.261937106040908,0.277836177527877,-0.00166596076597676,-0.000734988336085757,-0.00130489760312762,-11762.2730022693,40802.4659641616,0,-2.94390524152606,-0.848647044132088,0,-0.603071675953411,0.261937106040908,0.277836177527877,-0.00166596076597676,-0.000734988336085757,-0.000304897603127624
3900,-11791.704124001,40793.9655292519,-0.00806522164977909,-2.94329160608498,-0.850763073833662,-2.88835601115954e-06,-0.606881480427771,0.258292909377908,0.282872280513772,-0.00166965220422135,-0.000729520746143707,-0.00130961225356219,-11791.7089906185,40793.9688742954,0,-2.94329217292708,-0.850770855384179,0,-0.606881480427771,0.258292909377908,0.282872280513772,-0.00166965220422135,-0.000729520746143708,-0.000309612253562189
3910,-11821.133966465,40785.4472847674,-0.00809395004179197,-2.94267710809792,-0.852886452212278,-2.857298916263e-06,-0.610703428366309,0.254594532494635,0.28791082940853,-0.00167333353877088,-0.000723999736942255,-0.00131428683907467,-11821.1388406206,40785.4505485302,0,-2.94267757215546,-0.852894223750603,0,-0.610703428366309,0.254594532494635,0.28791082940853,-0.00167333353877088,-0.000723999736942255,-0.000314286839074669
3920,-11850.5576563449,40776.9078087157,-0.00812236717274682,-2.94206107758271,-0.855009388119989,-2.82610521889713e-06,-0.614537477393066,0.250841240805655,0.292951674970171,-0.00167700451220789,-0.000718425769680109,-0.00131892082641522,-11850.5625369555,40776.9109913003,0,-2.94206143953113,-0.855017148126012,0,-0.614537477393066,0.250841240805655,0.292951674970171,-0.00167700451220789,-0.000718425769680109,-0.00031892082641522
3930,-11879.9751783167,40768.3471055262,-0.00815047171917142,-2.94144351483515,-0.857131880431653,-2.79478342658915e-06,-0.618383579400013,0.247032287805367,0.29799465966006,-0.00168066486927693,-0.000712799315658058,-0.00132351368524151,-11879.9800643062,40768.3502070513,0,-2.94144377537484,-0.85713962740529,0,-0.618383579400013,0.247032287805367,0.29799465966006,-0.00168066486927693,-0.000712799315658058,-0.000323513685241512
3940,-11909.3865170596,40759.7651796397,-0.00817826244257118,-2.94082442015242,-0.859253928021809,-2.7633420264675e-06,-0.62224168031989,0.243166914940081,0.303039617385343,-0.00168431435700851,-0.000707120856253724,-0.00132806488826326,-11909.3914073589,40759.7682002396,0,-2.94082458000814,-0.859261660483552,0,-0.62224168031989,0.243166914940081,0.303039617385343,-0.00168431435700851,-0.000707120856253724,-0.000328064888263261
3950,-11938.7916572555,40751.1620355083,-0.00820573818919896,-2.94020379383315,-0.86137552976469,-2.73178948002477e-06,-0.626111719891985,0.239244351481473,0.308086373233847,-0.00168795272484255,-0.000701390882892402,-0.00133257391138701,-11938.7965508034,40751.1649753326,0,-2.94020385375335,-0.861383246256145,0,-0.626111719891985,0.239244351481473,0.308086373233847,-0.00168795272484255,-0.000701390882892402,-0.000332573911387007
3960,-11968.1905835896,40742.5376775955,-0.00823289788977268,-2.93958163617739,-0.863496684534244,-2.70013421791012e-06,-0.629993631420666,0.235263814401591,0.313134743201238,-0.00169157972475103,-0.000695609897013974,-0.00133704023386105,-11968.1954793321,40742.5405368091,0,-2.93958159693362,-0.86350438361865,0,-0.629993631420666,0.235263814401591,0.313134743201238,-0.00169157972475103,-0.000695609897013974,-0.000337040233861049
3970,-11997.5832807497,40733.8921103756,-0.00825974055914095,-2.93895794748664,-0.865617391204152,-2.66838463475368e-06,-0.633887341526432,0.231224508249653,0.318184533910236,-0.00169519511135999,-0.000689778410035857,-0.00134146333842047,-11997.5881776412,40733.8948891587,0,-2.93895780987287,-0.86562507146688,0,-0.633887341526432,0.231224508249653,0.318184533910236,-0.00169519511135999,-0.000689778410035857,-0.000341463338420472
3980,-12026.969733427,40725.2253383348,-0.00828626529589714,-2.93833272806387,-0.86773764864785,-2.63654908403048e-06,-0.637792769889292,0.227125625030849,0.323235542321689,-0.00169879864207068,-0.000683896943311993,-0.00134584271143216,-12026.9746304299,40725.2280368819,0,-2.93833249289584,-0.867745308696882,0,-0.637792769889292,0.227125625030849,0.323235542321689,-0.00169879864207068,-0.000683896943311993,-0.00034584271143216
3990,-12056.3499263155,40716.53736597,-0.00831247128194239,-2.93770597821353,-0.869857455738548,-2.60463587296825e-06,-0.641709828984222,0.222966344087383,0.328287555437277,-0.00170239007717982,-0.000677966028087859,-0.00135017784303973,-12056.3548224005,40716.5399844905,0,-2.93770564632803,-0.869865094204939,0,-0.641709828984222,0.222966344087383,0.328287555437277,-0.00170239007717982,-0.000677966028087859,-0.000350177843039732
4000,-12085.7238441123,40707.8281977897,-0.00833835778199784,-2.93707769824154,-0.871976811349251,-2.57265325750458e-06,-0.645638423808495,0.21874583198203,0.333340349993662,-0.00170596917999888,-0.000671986205451485,-0.00135446822730831,-12085.7287382589,40707.8307365072,0,-2.93707727049579,-0.871984426887569,0,-0.645638423808495,0.21874583198203,0.333340349993662,-0.00170596917999888,-0.000671986205451485,-0.000354468227308307
4010,-12115.0914715175,40699.0978383137,-0.00836392414306674,-2.93644788845535,-0.87409571435278,-2.54060943729933e-06,-0.64957845160065,0.214463242384442,0.338393692147837,-0.0017095357169723,-0.000665958026280488,-0.00135871336236901,-12115.096362714,40699.1002974658,0,-2.93644736572622,-0.874103305641524,0,-0.64957845160065,0.214463242384442,0.338393692147837,-0.0017095357169723,-0.000665958026280488,-0.000358713362369015
4020,-12144.4527932344,40690.3462920729,-0.008389169793847,-2.93581654916388,-0.876214163621794,-2.50851255080782e-06,-0.653529801550845,0.210117715960527,0.343447337153472,-0.00171308945779458,-0.000659882051185108,-0.00136291275056317,-12144.457680478,40690.3486719111,0,-2.93581593234723,-0.876221729363793,0,-0.653529801550845,0.210117715960527,0.343447337153472,-0.00171308945779458,-0.000659882051185108,-0.000362912750563172
4030,-12173.8077939693,40681.5735636096,-0.00841409424409477,-2.93518368067761,-0.878332158028813,-2.47637067041908e-06,-0.657492354502386,0.205708380265166,0.348501029028027,-0.0017166301755261,-0.000653758850447248,-0.00136706589858603,-12173.8126762666,40681.575864399,0,-2.93518297068753,-0.878339696951604,0,-0.657492354502386,0.205708380265166,0.348501029028027,-0.0017166301755261,-0.000653758850447248,-0.000367065898586027
4040,-12203.1564584316,40672.7796574772,-0.00843869708393977,-2.93454928330852,-0.880449696446239,-2.44419179766476e-06,-0.66146598264415,0.201234349638607,0.353554500210415,-0.00172015764670774,-0.000647589003955539,-0.00137117231763,-12203.1613347986,40672.7818794962,0,-2.93454848107663,-0.88045720730242,0,-0.66146598264415,0.201234349638607,0.353554500210415,-0.00172015764670774,-0.000647589003955539,-0.000371172317630005
4050,-12232.4987713338,40663.9645782407,-0.00846297798315308,-2.93391335737012,-0.88256677774638,-2.41198385850599e-06,-0.665450549193678,0.196694725106858,0.358607471208959,-0.00172367165147408,-0.000641373101136412,-0.00137523152352735,-12232.5036407961,40663.9667217807,0,-2.93391246384482,-0.882574259313943,0,-0.665450549193678,0.196694725106858,0.358607471208959,-0.00172367165147408,-0.000641373101136413,-0.000375231523527353
4060,-12261.8347173916,40655.1283304762,-0.0084869366903682,-2.9332759031775,-0.88468340080147,-2.3797546987004e-06,-0.66944590807067,0.192088594286439,0.363659650239453,-0.00172717197366507,-0.000635111740881216,-0.00137924303689211,-12261.8395789845,40655.1303958414,0,-2.93327491932321,-0.884690851884113,0,-0.66944590807067,0.192088594286439,0.363659650239453,-0.00172717197366507,-0.000635111740881217,-0.00037924303689211
4070,-12291.1642813238,40646.270918771,-0.0085105730322562,-2.93263692104727,-0.886799564483698,-2.34751207925599e-06,-0.673451903560622,0.187415031293856,0.368710732853043,-0.00173065840093629,-0.000628805531469371,-0.0013832063832613,-12291.1691340927,40646.2729062782,0,-2.93263584784367,-0.886806983911109,0,-0.673451903560622,0.187415031293856,0.368710732853043,-0.00173065840093629,-0.000628805531469372,-0.000383206383261304
4080,-12320.4874478524,40637.3923477239,-0.00853388691265589,-2.9319964112976,-0.888915267665227,-2.31526367197721e-06,-0.677468369968349,0.182673096660208,0.373760401553736,-0.00173413072486756,-0.000622455090487597,-0.0013871210932353,-12320.4922908527,40637.394257702,0,-2.93199524973889,-0.888922654293352,0,-0.677468369968349,0.182673096660208,0.373760401553736,-0.00173413072486756,-0.000622455090487598,-0.000387121093235305
